"","death","pm10tmean","tmpd","dptp","dow","date"
"2164",108,-10.64220183,28,23.375,"Thursday",1992-12-03
"2165",121,16.464831804,25.5,11.875,"Friday",1992-12-04
"2166",115,-6.478527607,19.5,9.25,"Saturday",1992-12-05
"2167",147,-15.75822131,23,25.75,"Sunday",1992-12-06
"2168",121,-2.764859884,27,21.125,"Monday",1992-12-07
"2169",127,-1.263102809,26.5,21.625,"Tuesday",1992-12-08
"2170",104,2.7410886212,27.5,27.625,"Wednesday",1992-12-09
"2171",122,8.1858738973,32,29.375,"Thursday",1992-12-10
"2172",135,-6.81872733,33,30.375,"Friday",1992-12-11
"2173",139,-7.320261072,32,30.25,"Saturday",1992-12-12
"2174",122,-13.30645739,32,31,"Sunday",1992-12-13
"2175",127,4.9971322075,29.5,30.75,"Monday",1992-12-14
"2176",140,-11.284985,44,45.5,"Tuesday",1992-12-15
"2177",126,-13.21663672,37.5,29.625,"Wednesday",1992-12-16
"2178",124,-3.147405952,30.5,20.125,"Thursday",1992-12-17
"2179",120,-8.644329029,30,27.125,"Friday",1992-12-18
"2180",135,-7.139279477,31,26.25,"Saturday",1992-12-19
"2181",125,-6.749252973,19.5,11.75,"Sunday",1992-12-20
"2182",105,7.3055057991,26,25.5,"Monday",1992-12-21
"2183",131,5.3285119341,33,30.125,"Tuesday",1992-12-22
"2184",102,13.790168376,21.5,5.25,"Wednesday",1992-12-23
"2185",100,-7.996350365,10,7.75,"Thursday",1992-12-24
"2186",102,28.003649635,18,1.75,"Friday",1992-12-25
"2187",104,-4.62368635,14.5,3.25,"Saturday",1992-12-26
"2188",147,-8.222101563,30.5,25.375,"Sunday",1992-12-27
"2189",117,-10.99635036,38.5,36.625,"Monday",1992-12-28
"2190",131,-3.996350365,41.5,42.125,"Tuesday",1992-12-29
"2191",106,-3.996350365,45.5,43.625,"Wednesday",1992-12-30
"2192",107,-2.996350365,26,11,"Thursday",1992-12-31
"2193",118,-12.84573258,14,9.375,"Friday",1993-01-01
"2194",119,-21.56607642,25,28.25,"Saturday",1993-01-02
"2195",125,-17.63706407,40.5,44.875,"Sunday",1993-01-03
"2196",125,-29.99635036,38.5,32.5,"Monday",1993-01-04
"2197",133,-19.2962963,27.5,21.5,"Tuesday",1993-01-05
"2198",100,2.7901234568,21.5,16.5,"Wednesday",1993-01-06
"2199",118,-9.969488052,24.5,20.625,"Thursday",1993-01-07
"2200",133,-17.14860681,21.5,17.875,"Friday",1993-01-08
"2201",130,-28.12693498,24.5,20.25,"Saturday",1993-01-09
"2202",145,-31.0709306,24.5,22.375,"Sunday",1993-01-10
"2203",141,-24.56783463,26.5,23.25,"Monday",1993-01-11
"2204",128,-7.108082303,30.5,33,"Tuesday",1993-01-12
"2205",105,-9.159761115,27.5,21.25,"Wednesday",1993-01-13
"2206",120,-26.63326835,21.5,20.25,"Thursday",1993-01-14
"2207",128,-7.644184077,18,14.5,"Friday",1993-01-15
"2208",124,-13.72851967,22,27.625,"Saturday",1993-01-16
"2209",112,-17.2545799,20.5,5,"Sunday",1993-01-17
"2210",133,3.9566787004,18,15.25,"Monday",1993-01-18
"2211",127,18.291606608,18.5,13.5,"Tuesday",1993-01-19
"2212",100,2.1896867599,27,31.625,"Wednesday",1993-01-20
"2213",115,-20.25990116,35.5,34,"Thursday",1993-01-21
"2214",113,-14.82569876,34,26.125,"Friday",1993-01-22
"2215",111,-19.36018214,36.5,31.625,"Saturday",1993-01-23
"2216",121,-13.34520506,28.5,14,"Sunday",1993-01-24
"2217",118,-0.928582175,23,11.625,"Monday",1993-01-25
"2218",114,13.064147444,30,30,"Tuesday",1993-01-26
"2219",124,-7.955592249,31.5,25.25,"Wednesday",1993-01-27
"2220",113,-2.959910646,30.5,21.375,"Thursday",1993-01-28
"2221",115,-19.95221083,15.5,4,"Friday",1993-01-29
"2222",100,2.0055294652,25.5,14.25,"Saturday",1993-01-30
"2223",111,-10.59492567,38.5,30.75,"Sunday",1993-01-31
"2224",119,-25.97158987,30.5,18,"Monday",1993-02-01
"2225",117,-20.17956656,28.5,17,"Tuesday",1993-02-02
"2226",118,24.47896558,35.5,24.875,"Wednesday",1993-02-03
"2227",98,56.879712256,38,22.5,"Thursday",1993-02-04
"2228",119,34.898435999,36.5,29.25,"Friday",1993-02-05
"2229",114,-19.81155264,29,21.375,"Saturday",1993-02-06
"2230",118,-12.9580442,32,30,"Sunday",1993-02-07
"2231",124,-27.98819793,30,21.25,"Monday",1993-02-08
"2232",122,0.9319949358,32.5,33.375,"Tuesday",1993-02-09
"2233",111,-19.72380084,35,32.375,"Wednesday",1993-02-10
"2234",113,-23.29633661,32,25.625,"Thursday",1993-02-11
"2235",117,-12.27094584,29,27.25,"Friday",1993-02-12
"2236",136,-29.14162766,28.5,26.625,"Saturday",1993-02-13
"2237",124,-24.41836735,27,20.375,"Sunday",1993-02-14
"2238",120,-10.41496599,24.5,18.75,"Monday",1993-02-15
"2239",127,-25.19727891,25.5,13.375,"Tuesday",1993-02-16
"2240",144,-8.12244898,10.5,-5,"Wednesday",1993-02-17
"2241",111,-6.15097755,7.5,4.875,"Thursday",1993-02-18
"2242",112,26.391572418,15,16.625,"Friday",1993-02-19
"2243",147,4.5794738948,25.5,23.75,"Saturday",1993-02-20
"2244",142,-23.57482993,29,26.875,"Sunday",1993-02-21
"2245",117,-21.29698722,22,18,"Monday",1993-02-22
"2246",127,-3.183460307,12,2.75,"Tuesday",1993-02-23
"2247",119,6.6305793548,5,-1.875,"Wednesday",1993-02-24
"2248",117,-2.857774689,10,15.5,"Thursday",1993-02-25
"2249",129,-23.53444536,22,12.75,"Friday",1993-02-26
"2250",129,12.48776403,19,13.625,"Saturday",1993-02-27
"2251",131,4.5332446245,20,19.625,"Sunday",1993-02-28
"2252",132,0.0547945205,34.5,31.625,"Monday",1993-03-01
"2253",143,18.638341434,38.5,34.125,"Tuesday",1993-03-02
"2254",130,-12.89856251,38.5,32.25,"Wednesday",1993-03-03
"2255",140,-19.33342902,34.5,29.875,"Thursday",1993-03-04
"2256",112,-10.53583618,34.5,18.75,"Friday",1993-03-05
"2257",128,-19.75977225,36,29.125,"Saturday",1993-03-06
"2258",115,-12.72885381,34,33,"Sunday",1993-03-07
"2259",116,-9.978476281,38,27.875,"Monday",1993-03-08
"2260",137,-13.74146431,36.5,26.875,"Tuesday",1993-03-09
"2261",154,-17.23622162,32.5,27.375,"Wednesday",1993-03-10
"2262",138,-4.763004571,26,21.5,"Thursday",1993-03-11
"2263",140,8.234731432,22,12.5,"Friday",1993-03-12
"2264",140,3.2282988905,17,1.5,"Saturday",1993-03-13
"2265",146,-8.270338983,14.5,2.75,"Sunday",1993-03-14
"2266",144,45.242493083,30.5,30.125,"Monday",1993-03-15
"2267",154,-15.61739642,37.5,30.25,"Tuesday",1993-03-16
"2268",145,-13.46763079,21.5,6,"Wednesday",1993-03-17
"2269",146,-23.16772152,23,15.875,"Thursday",1993-03-18
"2270",133,-4.136075949,29.5,30.375,"Friday",1993-03-19
"2271",137,7.4070997189,35,32,"Saturday",1993-03-20
"2272",130,8.8317460317,35,31.25,"Sunday",1993-03-21
"2273",135,-12.6804414,35,35,"Monday",1993-03-22
"2274",134,-12.15059862,39.5,38.5,"Tuesday",1993-03-23
"2275",149,-6.157305379,38,37.25,"Wednesday",1993-03-24
"2276",167,-2.622108844,40,37.25,"Thursday",1993-03-25
"2277",152,-0.427658162,39,35,"Friday",1993-03-26
"2278",129,-20.09773243,37.5,33.75,"Saturday",1993-03-27
"2279",129,-27.97610922,41.5,33.5,"Sunday",1993-03-28
"2280",155,0.9077035592,50,33.25,"Monday",1993-03-29
"2281",145,2.4193726637,50,45.625,"Tuesday",1993-03-30
"2282",143,-7.427482529,44,36.25,"Wednesday",1993-03-31
"2283",137,-21.26808055,31,27.125,"Thursday",1993-04-01
"2284",140,2.4223847446,31,19.625,"Friday",1993-04-02
"2285",137,-13.88974484,33.5,25,"Saturday",1993-04-03
"2286",120,-5.850972425,31.5,27.125,"Sunday",1993-04-04
"2287",152,-6.324383769,36.5,30.375,"Monday",1993-04-05
"2288",143,-4.402040816,40,32.25,"Tuesday",1993-04-06
"2289",126,24.540093731,47.5,43.5,"Wednesday",1993-04-07
"2290",135,7.0839038147,55.5,52.75,"Thursday",1993-04-08
"2291",136,-3.539061827,48.5,35.125,"Friday",1993-04-09
"2292",113,-11.95192887,46,32.25,"Saturday",1993-04-10
"2293",124,-23.42008592,43.5,34.25,"Sunday",1993-04-11
"2294",136,-23.60750853,41,31,"Monday",1993-04-12
"2295",125,-1.495965879,39.5,29.125,"Tuesday",1993-04-13
"2296",114,2.7120132212,44.5,42.75,"Wednesday",1993-04-14
"2297",115,-15.87318181,43.5,42,"Thursday",1993-04-15
"2298",131,-14.49320636,38,32.375,"Friday",1993-04-16
"2299",114,-1.489922589,43.5,37.375,"Saturday",1993-04-17
"2300",137,-10.43345248,50.5,46,"Sunday",1993-04-18
"2301",127,-0.838462213,51,50.75,"Monday",1993-04-19
"2302",111,-10.5681894,38,27.875,"Tuesday",1993-04-20
"2303",99,4.9383781398,42,19.375,"Wednesday",1993-04-21
"2304",136,24.979204574,48,25.375,"Thursday",1993-04-22
"2305",137,25.001130479,52.5,41.375,"Friday",1993-04-23
"2306",128,61.623763067,64.5,46.375,"Saturday",1993-04-24
"2307",106,-13.22828563,50,38.125,"Sunday",1993-04-25
"2308",133,-20.03058793,40,29.375,"Monday",1993-04-26
"2309",104,28.424217056,49.5,46.875,"Tuesday",1993-04-27
"2310",131,2.7849829352,64.5,48.75,"Wednesday",1993-04-28
"2311",95,10.307461457,52.5,49,"Thursday",1993-04-29
"2312",136,4.2790717579,57,38.25,"Friday",1993-04-30
"2313",128,2.4200771966,59,48.75,"Saturday",1993-05-01
"2314",125,-7.179420862,61,59.5,"Sunday",1993-05-02
"2315",101,-6.718760629,61.5,57.75,"Monday",1993-05-03
"2316",123,-4.280481992,60.5,56.5,"Tuesday",1993-05-04
"2317",100,15.09379223,61,54.5,"Wednesday",1993-05-05
"2318",101,33.01722973,62.5,48.625,"Thursday",1993-05-06
"2319",119,27.368059947,66.5,48.75,"Friday",1993-05-07
"2320",99,18.607476636,72.5,51.25,"Saturday",1993-05-08
"2321",120,20.550961327,74.5,57.125,"Sunday",1993-05-09
"2322",126,33.503272601,75,59.125,"Monday",1993-05-10
"2323",113,-1.060920734,63.5,45.625,"Tuesday",1993-05-11
"2324",130,11.876695302,62.5,32.375,"Wednesday",1993-05-12
"2325",125,-8.777983827,48.5,33.75,"Thursday",1993-05-13
"2326",112,13.196746425,61,49,"Friday",1993-05-14
"2327",102,34.717005711,62,37.875,"Saturday",1993-05-15
"2328",89,5.7691962983,56,36.625,"Sunday",1993-05-16
"2329",118,-8.224092292,52,34.875,"Monday",1993-05-17
"2330",106,12.260757072,54.5,41.125,"Tuesday",1993-05-18
"2331",135,-7.889728124,49.5,38,"Wednesday",1993-05-19
"2332",119,22.773338351,50.5,36,"Thursday",1993-05-20
"2333",124,19.274143302,56,37,"Friday",1993-05-21
"2334",102,4.3472788476,60.5,55.375,"Saturday",1993-05-22
"2335",111,-23.69798658,63.5,65,"Sunday",1993-05-23
"2336",117,-4.819178741,60,49.25,"Monday",1993-05-24
"2337",113,-4.197373551,58.5,45,"Tuesday",1993-05-25
"2338",105,16.186915888,61.5,47,"Wednesday",1993-05-26
"2339",125,68.19125426,65,49.375,"Thursday",1993-05-27
"2340",104,53.704316419,57,44.125,"Friday",1993-05-28
"2341",100,-22.80743498,51,44.125,"Saturday",1993-05-29
"2342",117,-10.78134438,58.5,64.25,"Sunday",1993-05-30
"2343",124,-20.27116948,53.5,42,"Monday",1993-05-31
"2344",110,-12.68791946,51,44.5,"Tuesday",1993-06-01
"2345",102,-11.66555184,54.5,51.625,"Wednesday",1993-06-02
"2346",120,-7.274627329,50.5,44.375,"Thursday",1993-06-03
"2347",129,-19.3149285,49.5,46.75,"Friday",1993-06-04
"2348",117,-20.57615894,58.5,46,"Saturday",1993-06-05
"2349",129,-1.199506219,61,53.375,"Sunday",1993-06-06
"2350",116,-2.688323801,64,65.125,"Monday",1993-06-07
"2351",115,-13.6830141,72,67.375,"Tuesday",1993-06-08
"2352",110,0.1059190031,71,57.75,"Wednesday",1993-06-09
"2353",119,29.099688474,68.5,61.875,"Thursday",1993-06-10
"2354",117,2.1401869159,68,57.75,"Friday",1993-06-11
"2355",107,6.9667258533,67,57,"Saturday",1993-06-12
"2356",131,18.159375,70.5,67.625,"Sunday",1993-06-13
"2357",125,9.134375,72,54.125,"Monday",1993-06-14
"2358",100,-0.85625,62.5,50.25,"Tuesday",1993-06-15
"2359",108,NA,63.5,59.375,"Wednesday",1993-06-16
"2360",116,28.215625,78.5,69.75,"Thursday",1993-06-17
"2361",108,-0.696186441,69.5,60.875,"Friday",1993-06-18
"2362",111,-5.709375,70.5,69,"Saturday",1993-06-19
"2363",111,-15.6625,69.5,61.75,"Sunday",1993-06-20
"2364",110,-3.628125,70.5,62.625,"Monday",1993-06-21
"2365",116,13.421875,72,56.25,"Tuesday",1993-06-22
"2366",119,25.4625,71.5,67.375,"Wednesday",1993-06-23
"2367",121,19.001800847,78.5,67.875,"Thursday",1993-06-24
"2368",110,0.5794392523,71.5,55,"Friday",1993-06-25
"2369",106,1.5794392523,70.5,62.25,"Saturday",1993-06-26
"2370",98,-6.45482866,74.5,62,"Sunday",1993-06-27
"2371",114,-14.54205607,65.5,52.375,"Monday",1993-06-28
"2372",101,-9.602484472,64.5,56.875,"Tuesday",1993-06-29
"2373",79,-0.085222512,64,60.5,"Wednesday",1993-06-30
"2374",99,2.2777777778,68.5,63.75,"Thursday",1993-07-01
"2375",127,NA,73,71.5,"Friday",1993-07-02
"2376",111,NA,79,73.5,"Saturday",1993-07-03
"2377",121,36.347692308,81.5,70,"Sunday",1993-07-04
"2378",125,NA,81,71,"Monday",1993-07-05
"2379",117,-9.220499783,73.5,66.875,"Tuesday",1993-07-06
"2380",107,-2.738461538,75,69.125,"Wednesday",1993-07-07
"2381",119,13.295384615,79.5,74.5,"Thursday",1993-07-08
"2382",113,NA,81,68.125,"Friday",1993-07-09
"2383",107,-8.72,78.5,70.125,"Saturday",1993-07-10
"2384",86,-4.809230769,73.5,68.5,"Sunday",1993-07-11
"2385",103,-3.801365866,72,56.5,"Monday",1993-07-12
"2386",124,6.0953846154,71,67.75,"Tuesday",1993-07-13
"2387",100,NA,70,58.375,"Wednesday",1993-07-14
"2388",103,-18.95384615,69.5,55.25,"Thursday",1993-07-15
"2389",114,8.587833082,72.5,64.875,"Friday",1993-07-16
"2390",108,21.576888163,74.5,71,"Saturday",1993-07-17
"2391",119,5.8593220339,79,72.75,"Sunday",1993-07-18
"2392",103,8.826625387,76,65,"Monday",1993-07-19
"2393",120,-1.173374613,71.5,59,"Tuesday",1993-07-20
"2394",93,-9.357092829,69,55.125,"Wednesday",1993-07-21
"2395",110,-14.36291935,66,54.875,"Thursday",1993-07-22
"2396",132,18.576978125,72.5,65.75,"Friday",1993-07-23
"2397",129,13.334552321,77.5,71.25,"Saturday",1993-07-24
"2398",128,-2.485133897,79.5,73.75,"Sunday",1993-07-25
"2399",104,-1.273291925,76,66.125,"Monday",1993-07-26
"2400",110,27.547820996,78.5,78.125,"Tuesday",1993-07-27
"2401",112,12.672838815,76.5,62,"Wednesday",1993-07-28
"2402",106,-4.306369005,72,60.875,"Thursday",1993-07-29
"2403",122,-0.429405069,69.5,59.625,"Friday",1993-07-30
"2404",104,7.7148475809,72,68.125,"Saturday",1993-07-31
"2405",123,-11.72401213,75.5,63,"Sunday",1993-08-01
"2406",121,4.2637778734,68.5,57.125,"Monday",1993-08-02
"2407",104,4.1658878505,70.5,55.875,"Tuesday",1993-08-03
"2408",90,0.1386270492,63.5,49,"Wednesday",1993-08-04
"2409",94,5.0854100459,63,57.5,"Thursday",1993-08-05
"2410",103,-6.073130123,66,51.75,"Friday",1993-08-06
"2411",107,-11.91816086,65,59.25,"Saturday",1993-08-07
"2412",121,-0.483005293,68.5,59.875,"Sunday",1993-08-08
"2413",109,17.01214862,68,66.25,"Monday",1993-08-09
"2414",119,29.491556606,77,70.625,"Tuesday",1993-08-10
"2415",99,46.163762315,76.5,70.25,"Wednesday",1993-08-11
"2416",109,20.977714197,76,71.75,"Thursday",1993-08-12
"2417",102,32.920008274,77,70.25,"Friday",1993-08-13
"2418",112,45.359202565,77,67.375,"Saturday",1993-08-14
"2419",136,14.17708538,74,71.625,"Sunday",1993-08-15
"2420",128,2.5492165279,76,68.875,"Monday",1993-08-16
"2421",113,8.060197664,75,69,"Tuesday",1993-08-17
"2422",112,13.151315789,76.5,69.625,"Wednesday",1993-08-18
"2423",107,19.010526316,78,72.375,"Thursday",1993-08-19
"2424",107,-10.54745066,71.5,61.625,"Friday",1993-08-20
"2425",105,-18.44152961,71.5,61.75,"Saturday",1993-08-21
"2426",99,-11.86998355,70,64.75,"Sunday",1993-08-22
"2427",117,24.129943833,80,71.5,"Monday",1993-08-23
"2428",132,6.05625,77,68.375,"Tuesday",1993-08-24
"2429",106,13.67780688,79,72.375,"Wednesday",1993-08-25
"2430",117,28.266797971,84,74,"Thursday",1993-08-26
"2431",126,47.249992241,81.5,71.625,"Friday",1993-08-27
"2432",118,-19.98746082,72,61.25,"Saturday",1993-08-28
"2433",99,-7.18330196,71,69.875,"Sunday",1993-08-29
"2434",112,35.656765677,79,72.375,"Monday",1993-08-30
"2435",120,-18.27722772,64,52.375,"Tuesday",1993-08-31
"2436",88,-6.569760726,64.5,56.125,"Wednesday",1993-09-01
"2437",109,-2.197566007,67,69.75,"Thursday",1993-09-02
"2438",91,-6.359735974,66,58.625,"Friday",1993-09-03
"2439",114,-9.55811138,64,59.5,"Saturday",1993-09-04
"2440",92,-24.34983498,67,60.125,"Sunday",1993-09-05
"2441",110,-24.36963696,59.5,47.25,"Monday",1993-09-06
"2442",125,22.636963696,62.5,51.625,"Tuesday",1993-09-07
"2443",108,3.759375,64,52.5,"Wednesday",1993-09-08
"2444",101,1.6391970199,64.5,54.625,"Thursday",1993-09-09
"2445",100,0.6686708933,55.5,40.375,"Friday",1993-09-10
"2446",128,2.1553083609,55,49.5,"Saturday",1993-09-11
"2447",109,6.1802152318,70.5,64.125,"Sunday",1993-09-12
"2448",117,1.7125,73.5,70,"Monday",1993-09-13
"2449",103,-19.06953642,62,53.25,"Tuesday",1993-09-14
"2450",110,-23.12492757,53,45.5,"Wednesday",1993-09-15
"2451",102,-3.196203907,55,49.25,"Thursday",1993-09-16
"2452",133,1.71875,60.5,47.75,"Friday",1993-09-17
"2453",124,0.6696546053,59.5,53.875,"Saturday",1993-09-18
"2454",116,-16.26229508,59,53.875,"Sunday",1993-09-19
"2455",111,6.1714869281,61,61.375,"Monday",1993-09-20
"2456",120,-6.867361111,57,53.625,"Tuesday",1993-09-21
"2457",113,-0.108693234,65,63.125,"Wednesday",1993-09-22
"2458",99,-14.08833742,54.5,45.75,"Thursday",1993-09-23
"2459",129,11.261968954,53.5,47.375,"Friday",1993-09-24
"2460",105,-5.369321895,56.5,54.875,"Saturday",1993-09-25
"2461",117,-8.78125,59,53.375,"Sunday",1993-09-26
"2462",110,-8.914452385,49.5,39.375,"Monday",1993-09-27
"2463",112,-8.041017235,51.5,39.75,"Tuesday",1993-09-28
"2464",122,-7.890829248,46.5,37.5,"Wednesday",1993-09-29
"2465",119,6.0784824346,46.5,39.75,"Thursday",1993-09-30
"2466",116,-2.078993056,56.5,36.875,"Friday",1993-10-01
"2467",141,-8.612591912,45,25.125,"Saturday",1993-10-02
"2468",132,-6.101930147,52,47,"Sunday",1993-10-03
"2469",118,-8.707327586,50.5,40.5,"Monday",1993-10-04
"2470",125,17.792212183,49,40.375,"Tuesday",1993-10-05
"2471",128,5.8592056467,61,56.125,"Wednesday",1993-10-06
"2472",142,52.412527916,70,56.5,"Thursday",1993-10-07
"2473",107,43.311082427,62.5,51.75,"Friday",1993-10-08
"2474",116,-31.67964636,40.5,27.5,"Saturday",1993-10-09
"2475",112,-14.9298552,41.5,32.25,"Sunday",1993-10-10
"2476",112,43.790849673,44.5,37.625,"Monday",1993-10-11
"2477",116,-15.19832516,46.5,35.875,"Tuesday",1993-10-12
"2478",129,2.3336540224,40.5,33.25,"Wednesday",1993-10-13
"2479",133,30.337257956,50.5,42.75,"Thursday",1993-10-14
"2480",127,18.794285627,61,55,"Friday",1993-10-15
"2481",113,-3.331449402,58,55,"Saturday",1993-10-16
"2482",121,-23.68363264,52.5,45.375,"Sunday",1993-10-17
"2483",108,31.212677906,49.5,48,"Monday",1993-10-18
"2484",119,-2.359706188,55.5,50.5,"Tuesday",1993-10-19
"2485",105,-0.40947407,55,53.5,"Wednesday",1993-10-20
"2486",128,-12.35616334,46.5,27.375,"Thursday",1993-10-21
"2487",105,7.3447910052,45.5,32.625,"Friday",1993-10-22
"2488",125,5.5545629467,53,42.875,"Saturday",1993-10-23
"2489",104,-7.279075805,58.5,40.375,"Sunday",1993-10-24
"2490",120,41.485557991,57,39.875,"Monday",1993-10-25
"2491",132,14.926419843,54,40,"Tuesday",1993-10-26
"2492",107,-3.435330654,40.5,29.125,"Wednesday",1993-10-27
"2493",121,10.12334,46,33,"Thursday",1993-10-28
"2494",120,-0.292569659,35,20.75,"Friday",1993-10-29
"2495",111,-18.6998624,34.5,28.5,"Saturday",1993-10-30
"2496",133,-23.1502408,33.5,21.875,"Sunday",1993-10-31
"2497",119,8.3225834193,35.5,23.125,"Monday",1993-11-01
"2498",135,11.773993808,41.5,38.75,"Tuesday",1993-11-02
"2499",108,1.4374930735,45,37.125,"Wednesday",1993-11-03
"2500",107,-3.880288958,51.5,46.875,"Thursday",1993-11-04
"2501",120,-14.70244238,39,31.625,"Friday",1993-11-05
"2502",128,-22.03379773,27,16.75,"Saturday",1993-11-06
"2503",104,-2.999742002,28.5,22.5,"Sunday",1993-11-07
"2504",115,26.062951496,38.5,28.625,"Monday",1993-11-08
"2505",112,13.977293809,39,33,"Tuesday",1993-11-09
"2506",102,16.980822153,40,32,"Wednesday",1993-11-10
"2507",120,27.550309598,46,35,"Thursday",1993-11-11
"2508",116,12.032953761,41,43.375,"Friday",1993-11-12
"2509",128,-17.92094954,54.5,42.625,"Saturday",1993-11-13
"2510",118,-27.75696221,44.5,42.75,"Sunday",1993-11-14
"2511",104,-17.46796515,41,34.875,"Monday",1993-11-15
"2512",102,-1.294117647,40.5,37.375,"Tuesday",1993-11-16
"2513",119,-14.99139366,37.5,33.125,"Wednesday",1993-11-17
"2514",119,4.0037855722,37.5,39.625,"Thursday",1993-11-18
"2515",113,-7.99107904,39,16.5,"Friday",1993-11-19
"2516",109,-18.11438586,31.5,27.25,"Saturday",1993-11-20
"2517",111,-17.59142884,43.5,32.25,"Sunday",1993-11-21
"2518",111,9.2135668257,45.5,36.875,"Monday",1993-11-22
"2519",121,-12.32405381,46.5,36.25,"Tuesday",1993-11-23
"2520",126,9.165851494,42.5,37.375,"Wednesday",1993-11-24
"2521",107,-19.22734812,39.5,40.375,"Thursday",1993-11-25
"2522",121,-23.49312452,31.5,16.875,"Friday",1993-11-26
"2523",129,-14.79030781,25.5,24,"Saturday",1993-11-27
"2524",103,-13.92638739,31,20.875,"Sunday",1993-11-28
"2525",115,-3.981401865,27,19.375,"Monday",1993-11-29
"2526",107,0.9388745018,29.5,23.875,"Tuesday",1993-11-30
"2527",143,-4.048406127,36.5,30.625,"Wednesday",1993-12-01
"2528",109,-5.001035509,41.5,33.75,"Thursday",1993-12-02
"2529",122,7.3986304205,36,38.875,"Friday",1993-12-03
"2530",143,-19.62796866,39,34.25,"Saturday",1993-12-04
"2531",137,-15.81632786,37,34.875,"Sunday",1993-12-05
"2532",122,-17.89151985,34.5,24.375,"Monday",1993-12-06
"2533",134,-7.509803922,30.5,26.5,"Tuesday",1993-12-07
"2534",123,-1.945390437,34,29.125,"Wednesday",1993-12-08
"2535",132,-1.038660972,42,45.5,"Thursday",1993-12-09
"2536",108,-4.942397773,37.5,18.625,"Friday",1993-12-10
"2537",124,-21.98573747,25.5,18.25,"Saturday",1993-12-11
"2538",121,-24.6483871,30.5,22,"Sunday",1993-12-12
"2539",131,-15.00153803,41,25.5,"Monday",1993-12-13
"2540",114,-16.03921072,41,32.375,"Tuesday",1993-12-14
"2541",120,-28.62982818,42.5,35,"Wednesday",1993-12-15
"2542",112,-21.84978769,36.5,32,"Thursday",1993-12-16
"2543",106,-24.01856261,38.5,38.5,"Friday",1993-12-17
"2544",133,-23.61003672,38,29.75,"Saturday",1993-12-18
"2545",119,-25.58362542,35,31.375,"Sunday",1993-12-19
"2546",130,-18.69165011,32.5,23.75,"Monday",1993-12-20
"2547",104,-16.77338005,27,21.5,"Tuesday",1993-12-21
"2548",136,-15.20775099,24.5,16.125,"Wednesday",1993-12-22
"2549",103,-8.667769651,21.5,13.125,"Thursday",1993-12-23
"2550",118,-17.48765432,15,7.75,"Friday",1993-12-24
"2551",139,-18.59813084,11.5,-5.125,"Saturday",1993-12-25
"2552",123,2.4588437206,9,-5.75,"Sunday",1993-12-26
"2553",150,7.3829991421,13.5,-1.375,"Monday",1993-12-27
"2554",125,5.9049277606,13.5,10.375,"Tuesday",1993-12-28
"2555",139,18.896451536,16.5,-2.375,"Wednesday",1993-12-29
"2556",148,3.89262854,14,15.875,"Thursday",1993-12-30
"2557",101,-20.6663779,32,27.875,"Friday",1993-12-31
"2558",142,-26.59082355,35,26.875,"Saturday",1994-01-01
